GSM5513836	AFF4_DSG_DPY30mAID_0h
GSM5513838	AFF4_DSG_RBBP5FKBP_0h
GSM5513840	BRD4_abcam_DPY30mAID_0h
GSM5513842	BRD4_abcam_RBBP5FKBP_0h
GSM5513844	CDK9_DPY30mAID_0h
GSM5513846	CDK9_RBBP5FKBP_0h
GSM5513848	H3K4me1_RBBP5FKBP_0h
GSM5513853	H3K4me2_RBBP5FKBP_0h
GSM5513863	H3K4me3_DPY30mAID_Kdm5dKO_Auxin_0h
GSM5513870	H3K4me3_RBBP5FKBP_0h
GSM5513874	HEXIM1_DSG_DPY30mAID_0h
GSM5513876	HEXIM1_DSG_RBBP5FKBP_0h
GSM5513878	Pol2NTD_DPY30mAID_DMSO2h_RA_0h
GSM5513880	Pol2NTD_DPY30mAID_IAA2h_RA_0h
GSM5513882	Pol2CTD_DPY30mAID_Kdm5dKO_Auxin_0h
GSM5513885	Pol2NTD_CST_RBBP5FKBP_0h
GSM5513889	Pol2ser2_Motif_DPY30mAID_0h
GSM5513891	RBBP5_RBBP5FKBP_DSG_0h
GSM5513895	DPY30_DPY30mAID_0h
GSM5513899	H3K4me1_DPY30mAID_0h
GSM5513904	H3K4me2_DPY30mAID_0h
GSM5513909	H3K4me3_DPY30mAID_0h
GSM5513913	NELFA_DPY30mAID_0h
GSM5513915	Pol2_Santa_DPY30mAID_0h
GSM5513919	Pol2ser5_Abcam_DPY30mAID_0h
GSM7187834	INTS11_INTS11FKBP_0h